route_type, route_name,route_id
2,Hoppers Crossing Station - Tarneit Station via Werribee Plaza SC,8483
2,Hoppers Crossing Station - Wyndham Vale Station via Werribee Plaza SC,8484
2,Williams Landing Station - Tarneit Station via Sayers Rd,8485
2,Hoppers Crossing Station - Tarneit Station via Morris Rd,8486
2,Werribee Station - Wyndham Vale Station via Black Forest Rd,8487
2,Williams Landing Station - Werribee Station via Princes Hwy,8488
2,Hoppers Crossing Station - Werribee Station via Werribee Plaza SC,8489
2,Williams Landing Station - Tarneit Station via Westmeadows La,8490
2,Williams Landing Station -  Point Cook South via Boardwalk Bvd,8493
2,Williams Landing Station - Saltwater Coast Estate via Sanctuary Lakes SC,8494
2,Werribee Station - Manor Lakes via Greaves St,8507
2,Laverton Station - Hoppers Crossing Station via Dunnings Rd,8508
2,Williams Landing Station - Point Cook South via Alamanda Bvd,8514
2,Werribee Station - Southern Loop via South Werribee,8517
2,Huntly - Kangaroo Flat via Bendigo Station,8561
2,Bendigo Station - La Trobe University via Strathdale,8564
2,Bendigo Station - Spring Gully via La Trobe University,8565
2,Bendigo Station - Golden Square via Quarry Hill,8567
2,Bendigo Station - Strathfieldsaye via Kennington,8568
2,Bendigo Station - Epsom Station via Goynes Rd,8569
2,Bendigo Station - Eaglehawk via Jackass Flat,8570
2,Bendigo Station - Eaglehawk via Eaglehawk Rd,8571
2,Bendigo Station - Maiden Gully via Calder Hwy,8572
2,Geelong Station - Leopold,8579
2,Lara Station -  Lara South - Corio SC,8582
2,City - The Pines SC via Eastern Fwy (SMARTBUS Service),8590
2,City - Mitcham via Doncaster Rd (SMARTBUS service),8591
2,City - Warrandyte via The Pines SC (SMARTBUS service),8596
2,Geelong Station - Corio SC,8599
2,City - The Pines SC via Eastern Fwy & Templestowe (SMARTBUS Service),8602
2,City - La Trobe University via Eastern Fwy,8606
2,Geelong Station - North Shore Station via Anakie Rd,8611
2,Corio SC - North Shore Station,8614
2,City - Deep Creek,8615
2,Geelong Station - North Geelong Station via Newtown,8618
2,Geelong Station - Bell Post Hill,8621
2,Geelong Station - Whittington via Newcomb,8624
2,Geelong Station - St Albans Park,8627
2,Geelong Station - Deakin University via Breakwater,8630
2,Geelong Station - Deakin University via Highton,8639
2,Geelong Station - Jan Juc via Marshall Station and Fischer St,8645
2,Geelong Station - Jan Juc via Marshall Station,8648
2,Geelong Station - Ocean Grove via Barwon Heads,8651
2,Geelong Station - Queenscliff via Ocean Grove,8654
2,Geelong Station - St Leonards via Portarlington,8657
2,Geelong Station - Drysdale via Clifton Springs,8660
2,City - Donvale via Reynolds Rd,8677
2,City - The Pines SC via Eastern Fwy,8680
2,City - Ringwood North via Park Rd,8681
2,City - Doncaster SC via Belmore Rd and Eastern Fwy,8682
2,City - Box Hill via Belmore Rd and Eastern Fwy,8700
2,Werribee Station - Werribee South via Werribee Park Mansion,8708
2,Sunshine Station - Watergardens Station via Deer Park,8710
2,Geelong - Bannockburn,8714
2,North Shore Station - Deakin University via Geelong City,8765
2,Thomastown via West Lalor (clockwise loop),8871
2,Thomastown via West Lalor (anti clockwise loop),8878
2,Thomastown via Darebin Drive,8879
2,Preston - West Preston via Reservoir,8883
2,Reservoir via North West Reservoir,8887
2,Eastland - Chadstone via Vermont South & Glen Waverley & Oakleigh,8912
2,Dandenong - Chadstone via North Dandenong & Oakleigh,8922
2,Dandenong - Chadstone via Princes Highway & Oakleigh,8923
2,Dandenong - Chadstone via Mulgrave & Oakleigh,8924
2,Altona - Mordialloc (SMARTBUS Service),8925
2,Dandenong - Chadstone via Wheelers Hill & Oakleigh,8934
2,Bendigo Station - Spring Gully via Carpenter St,8983
2,Brunswick West - Barkly Square SC via Hope St & Sydney Rd,8988
2,Moonee Ponds - Plumpton via Keilor & Watergardens,10827
2,Epping Station - Wollert East via Hayston Bvd,10830
2,Lara Station - Lara West,10839
2,Epping Station - Wollert via Epping Plaza SC,10842
2,Geelong Station - Deakin University via Grovedale,10846
2,Geelong Station - Deakin University via South Valley Rd,10854
2,Sorrento - Safety Beach,10861
2,Moonee Ponds - Melbourne University via Parkville Gardens,10863
2,Box Hill Station - Deakin University,10864
2,Laverton Station - Footscray via Altona Meadows & Altona & Millers Rd,10900
2,Laverton Station - Footscray via Altona Meadows & Altona & Mills St,10903
2,Laverton Station - Footscray via Geelong Rd,10917
2,Bendigo - Goornong,10923
2,Castlemaine - Maldon,10924
2,Footscray - Moonee Ponds via Newmarket,10927
2,Epping Plaza SC - Northland SC via Keon Park,10933
2,Epping - Northland via Lalor & Thomastown & Reservoir,10937
2,North East Reservoir - Northcote Plaza via High Street,10940
2,Reservoir Station - La Trobe University (Bundoora Campus),10952
2,Macleod - Pascoe Vale via La Trobe University,10955
2,Wollert West - Thomastown Station via Epping Station,10958
2,Yarraville to Highpoint SC via Footscray,10964
2,Bendigo Station - Kangaroo Flat via Golden Square,10967
2,Ouyen - Pinnaroo via Mallee Hwy,10980
2,Northcote - Regent via Northland,10990
2,Epping Plaza SC - South Morang Station via Findon Rd,10994
2,Kalkee Retirement Village - Belmont Village SC,11003
2,Rochester Town Service,11096
2,Kinglake - Whittlesea via Humevale,11109
2,Palisades - University Hill,11112
2,Thomastown - RMIT Bundoora,11118
2,Laverton - Footscray via Altona Meadows & Altona & Altona Gate SC,11121
2,Mernda Station - Bundoora RMIT,11205
2,Woodend FlexiRide Service,11286
2,Greenvale Gardens  - Roxburgh Park via Greenvale Village SC,11289
2,Bendigo Station - East Bendigo via Strickland Rd,11290
2,Frankston - Langwarrin via Langwarrin North,11291
2,Frankston - Langwarrin via Langwarrin South,11296
2,Frankston Station - Cranbourne Station,11297
2,Cranbourne Station - Pearcedale,11300
2,Cranbourne Station - Clyde,11303
2,Cranbourne Park SC - Selandra Rise,11304
2,Merinda Park Station - The Avenue Village SC,11305
2,Dandenong Station - Endeavour Hills via Endeavour Hills SC,11306
2,Berwick Station - The Avenue Village SC,11307
2,Endeavour Hills SC - Hampton Park SC via Hallam Station,11308
2,Dandenong Station - Lynbrook Station,11309
2,Fountain Gate SC - Lynbrook Station via Hallam Station,11313
2,Cranbourne East - Cranbourne Station via Cranbourne Park SC,11318
2,The Avenue Village SC - Berwick Station,11319
2,Mildura Central SC - Mildura South - Mildura Central SC,11320
2,St Albans Station - Brimbank Central SC via Cairnlea,11323
2,Mildura City - Mildura Central SC,11326
2,Mildura Central SC - Mildura City,11329
2,Casey Central SC - Dandenong Station via Hampton Park SC,11337
2,Bendigo - Shepparton via Kyabram,11342
2,Ballarat Station - Wendouree Station via Howitt St,11354
2,Ballarat Station - Wendouree Station via Forest St,11357
2,Ballarat Station - Invermay Park,11360
2,Ballarat Station - Black Hill,11363
2,Ballarat Station - Brown Hill,11366
2,Ballarat Station - Canadian,11369
2,Ballarat Station - Buninyong via Federation University,11372
2,Ballarat Station - Federation University via Sebastopol,11375
2,Ballarat Station - Mount Pleasant,11378
2,Ballarat Station - Sebastopol,11381
2,Ballarat Station - Delacombe,11384
2,Ballarat Station - Alfredton,11387
2,Ballarat Station - Creswick,11390
2,Wendouree Station - Miners Rest,11393
2,Watergardens Station - Caroline Springs Station via Caroline Spring Town Centre,11397
2,Moe - Traralgon via Morwell,11446
2,Moe West,11455
2,Moe South,11456
2,Moe - Moe North,11457
2,Moe - Newborough via Old Sale Rd,11458
2,Moe - Newborough via Dinwoodie Dr,11461
2,Moe - Traralgon via Yallourn North,11462
2,Traralgon North,11464
2,Warragul Station - Warragul South via West Gippsland Hospital,11465
2,Warragul Station - Warragul North via Latrobe St,11466
2,Warragul Station - Warragul North via Stoddarts Rd,11472
2,Warragul Station - Warragul East via Copelands Rd,11473
2,Warragul Station - Drouin Station via Drouin South,11474
2,Drouin Station - Drouin North via McNeilly Rd,11475
2,Warragul Station - Noojee via Main Neerim Rd & Brandy Creek Rd,11478
2,Essendon - East Brunswick via Albion Street,11504
2,St Albans Station - Caroline Springs via Keilor Plains Station,11507
2,St Albans Station - Highpoint SC via Sunshine Station,11510
2,St Albans Station - Watergardens Station via Keilor Downs,11513
2,St Albans Station - Watergardens Station via Keilor Plains Station,11516
2,St Albans Station - Watergardens Station via Delahey,11519
2,St Albans Station - Brimbank Central SC via Albanvale,11523
2,Traralgon - Cross Road,11524
2,Traralgon West,11525
2,Traralgon - Southside,11526
2,Traralgon East,11527
2,Traralgon - Ellavale,11528
2,Traralgon - Churchill (Special) via Monash University,11532
2,Traralgon - Moe,11536
2,Traralgon - Churchill,11539
2,Gardenvale - Flagstaff Station,11552
2,Hurstbridge - Greensborough via Diamond Creek Station,11575
2,Moonee Ponds - Broadmeadows Station via Essendon & Airport West & Gladstone Park,11578
2,Frankston Station - Carrum Station via Carrum Downs,11591
2,Eltham Station - Warrandyte via Research & Kangaroo Ground-Warrandyte Road,11597
2,Eltham Station - Warrandyte via Research & Research-Warrandyte Road,11600
2,Diamond Creek - Eltham Station via Ryans Rd,11603
2,Lancefield - Kyneton via Sunbury,11606
2,Eltham Town Service via Woodridge Estate,11609
2,Warragul Station to Moe - Albert St,11616
2,Pakenham Station to Garfield Station,11617
2,Warragul Station to Moe Station,11618
2,Garfield Station to Nar Nar Goon Station,11619
2,Drouin Station to Traralgon Station,11620
2,Drouin North to Warragul Station,11621
2,Drouin North to Newborough TAFE - Yallourn,11622
2,Garfield Station to Traralgon Plaza,11623
2,Drouin North to Moe - Albert St,11624
2,Traralgon Station to Drouin North,11625
2,Newborough TAFE - Yallourn to Drouin North,11626
2,Warragul Station to Drouin North,11627
2,Moe - Albert St to Drouin North,11629
2,Moe - Albert St to Garfield Station,11630
2,Warragul Station to Pakenham Station,11631
2,Drouin Station to Warragul Station,11632
2,Warragul Station to Drouin Station,11633
2,Ballarat Station - Alfredton via Wendouree,11634
2,Campbellfield - Coburg via Fawkner,11635
2,North Brighton - Southland via Moorabbin,11653
2,Sunshine Station - Brimbank Central SC via Deer Park,11664
2,Sunshine Station - Brighton Beach,11694
2,Caroline Springs - Sunshine Station,11697
2,Sunshine Station - Melton,11699
2,North Melbourne Station - Melbourne University Loop via Royal Melbourne Hospital,11700
2,Footscray Station - East Melbourne via North Melbourne,11702
2,Footscray Station - Melbourne University via Royal Melbourne Hospital,11703
2,Heidelberg Station - Melb Uni - Queen Victoria Market via Clifton Hill and Carlton,11704
2,Gisborne - Gisborne Station,11711
2,Watergardens Station - Caroline Springs (south) via Caroline Springs Square SC,11713
2,Gisborne - Gisborne Station  - demand responsive,11714
2,Broadmeadows - Roxburgh Park via Greenvale,11716
2,Wallan Station - Wallan Central,12743
2,Wallan Station - Springridge,12746
2,Wallan Station - Wallara Waters Shuttle,12749
2,Huntingdale -  Monash University (Clayton),12750
2,Stud Park SC (Rowville) - Caulfield via Monash University & Chadstone (SMARTBUS Service),12753
2,Keilor East - Footscray via Avondale Heights and Maribyrnong,12766
2,Sunshine Station - Laverton Station via Robinsons Road,12767
2,Watergardens Station - Caroline Springs Town Centre via Fraser Rise,12769
2,Cranbourne Park SC - Dandenong Station,12779
2,Clyde - Lynbrook Station,12780
2,Box Hill - Chadstone via Surrey Hills & Camberwell & Glen Iris,13024
2,Glen Waverley - St Kilda via Mount Waverley & Chadstone & Carnegie,13025
2,Elsternwick - Chadstone via Ormond & Oakleigh,13027
2,Middle Brighton - Chadstone via McKinnon & Carnegie,13028
2,Craigieburn Station - Craigieburn Central SC,13057
2,Craigieburn Station - Mandalay Circuit,13066
2,Elwood - Monash University via Gardenvale & Ormond & Huntingdale,13067
2,Craigieburn - Craigieburn North via Craigieburn Central SC,13088
2,Craigieburn Station - Craigieburn North via Hanson Rd,13089
2,Broadmeadows Station - Craigieburn North (Mt Ridley Rd),13090
2,Upfield - North Coburg via Somerset Estate,13091
2,Craigieburn Station - Craigieburn West via Craigieburn Central SC,13092
2,Chirnside Park - Warburton via Lilydale Station & Seville & Yarra Junction,13095
2,Mernda Station to Diamond Creek Station,13107
2,Whittlesea - Northland SC via South Morang Station,13109
2,Mernda Station - Bundoora RMIT via South Morang,13113
2,Mernda Station - Bundoora RMIT via Hawkstowe Pde & South Morang,13115
2,Mernda Station - Doreen - Mernda Station (Anti-clockwise),13117
2,Mernda Station - Doreen - Mernda Station (Clockwise),13119
2,Bendigo Hospital - La Trobe University via Bendigo Station,13121
2,Strathfiledsaye SC Loop via Strathfieldsaye and Junortoun,13127
2,Heathcote - Bendigo via Junortoun & Axedale & Knowsley,13132
2,Laverton Station - Laverton Station via Laverton North,13134
2,Oakleigh - Bentleigh via Mackie Road & Brady Road,13135
2,Mordialloc - Aspendale - Edithvale - Chelsea,13138
2,Southland - Box Hill via Chadstone & Jordanville & Deakin University,13140
2,Belgrave - Lilydale via Kallista & The Patch & Monbulk & Mt Evelyn,13165
2,Chirnside Park - Knox City via Croydon & Bayswater,13166
2,Ringwood - Lilydale via Croydon & Chirnside Park,13167
2,Croydon - Chirnside Park via Warrien Road & Patrick Street,13168
2,Croydon - Chirnside Park via Wonga Park & Croydon Hills,13169
2,Lilydale - Lillydale Lake,13170
2,Chirnside Park - Mooroolbark via Manchester Road,13171
2,Lilydale Station via Maroondah Highway,13172
2,Lilydale Station - Chirnside Park via Switchback Road,13173
2,Chirnside Park Shopping Centre - Ringwood via Canterbury Rd,13174
2,Lilydale - Mooroolbark via Lilydale East Estate & Lakeview Estate,13175
2,Lysterfield - Knox City via Wantirna & Scoresby & Rowville (clockwise),13176
2,Lysterfield - Knox City via Wantirna & Scoresby & Rowville (anti-clockwise),13177
2,Boronia  - Waverley Gardens via Ferntree Gully & Stud Park,13178
2,Belgrave - Oakleigh via Ferntree Gully & Brandon Park,13179
2,Lilydale - Chirnside Park (Telebus Area 1),13251
2,Mooroolbark Station - Chirnside Park (Telebus Area 2),13252
2,Mooroolbark Station - Chirnside Park (Telebus Area 3),13253
2,Mooroolbark Station - Croydon Station (Telebus Area 4),13254
2,Ferntree Gully - Stud Park SC (Telebus Area 7),13255
2,Stud Park - Ferntree Gully Station (Telebus Area 8),13256
2,Stud Park - Stud Park (Telebus Area 9),13257
2,Bendigo Station - Eaglehawk via Arnold St,13263
2,Southland - Waverley Gardens via Clayton & Monash University,13266
2,Mordialloc - Noble Park Station via Keysborough South,13267
2,Dandenong - Noble Park,13268
2,Chadstone SC - Sandringham via Murrumbeena & Southland SC (From 02-12-2018),13269
2,Middle Brighton - Blackburn via Bentleigh & Clayton & Monash University,13270
2,Oakleigh - Box Hill via Clayton & Monash University & Mt Waverley,13271
2,Box Hill - Burwood via Surrey Hills,13281
2,Lara Station - Lara East  via Rennie St and Lara Lifestyle Village (From 16-12-2018),13343
2,East Clayton - Oakleigh via Clayton & Huntingdale,13349
2,Southland - Clayton via Heatherton,13350
2,Moorabbin - Keysborough via Clayton & Westall,13352
2,Kew - Oakleigh via Caulfield & Carnegie & Darling and Chadstone (From 4-11-2018),13353
2,Moonee Ponds - East Keilor via Niddrie (From 11-11-2018),13408
2,Whittlesea-Mernda Station - Greensborough,13426
2,Barmah - Echuca via Cummeragunja and Moama,13454
3,Warrnambool - Melbourne via Ararat & Hamilton,1512
3,Albury - Melbourne via Seymour,1706
3,Seymour - Melbourne via Broadmeadows,1710
3,Batemans Bay - Melbourne via Bairnsdale,1717
3,Canberra - Melbourne via Bairnsdale,1718
3,Sale - Melbourne via Maffra & Traralgon,1719
3,Cowes and Inverloch - Melbourne via Dandenong & Koo Wee Rup,1720
3,Marlo - Lake Tyers Beach - Melbourne via Bairnsdale,1721
3,Yarram - Melbourne via Koo Wee Rup & Dandenong,1722
3,Griffith - Melbourne via Shepparton,1723
3,Corowa - Melbourne via Rutherglen & Wangaratta,1724
3,Mt Buller-Mansfield - Melbourne via Yea,1725
3,Mulwala - Melbourne via Benalla & Seymour,1726
3,Shepparton - Sydney via Benalla,1727
3,Ballarat-Wendouree - Melbourne via Melton,1728
3,Halls Gap - Melbourne via Stawell & Ballarat,1731
3,Mount Gambier - Melbourne via Hamilton & Ballarat,1732
3,Ouyen - Melbourne via Warracknabeal & Ballarat,1733
3,Mildura - Ballarat via Swan Hill & Bendigo,1734
3,Warrnambool - Melbourne via Ballarat,1735
3,Adelaide - Melbourne via Nhill & Bendigo,1737
3,Sydney - Adelaide via Albury,1738
3,Bendigo - Melbourne via Gisborne,1740
3,Barham - Melbourne via Bendigo,1744
3,Geelong - Melbourne,1745
3,Warrnambool - Melbourne via Apollo Bay & Geelong,1749
3,Geelong - Bendigo via Ballarat,1751
3,Adelaide - Melbourne via Horsham & Ballarat & Geelong,1755
3,Casterton - Melbourne via Hamilton & Warrnambool,1756
3,Barmah - Melbourne via Shepparton & Heathcote,1758
3,Albury - Bendigo via Wangaratta & Shepparton,1759
3,Daylesford - Melbourne via  Woodend or Castlemaine,1760
3,Deniliquin - Melbourne via Moama & Echuca & Heathcote,1761
3,Ballarat - Warrnambool via Skipton,1762
3,Mount Gambier - Melbourne via Warrnambool & Geelong,1767
3,Canberra - Melbourne via Albury,1768
3,Donald - Melbourne via Bendigo,1773
3,Lancefield - Melbourne via Sunbury or Gisborne,1774
3,Maryborough - Melbourne via Castlemaine,1775
3,Mildura - Albury via Kerang & Shepparton,1776
3,Mildura - Melbourne via Ballarat & Donald,1782
3,Mildura - Melbourne via Swan Hill & Bendigo,1783
3,Sea Lake - Melbourne via Charlton & Bendigo,1784
3,Bairnsdale - Melbourne via Sale & Traralgon,1823
3,Traralgon - Melbourne via Morwell & Moe & Pakenham,1824
3,Ararat - Melbourne via Ballarat,1837
3,Nhill - Melbourne via Ararat & Ballarat,1838
3,Swan Hill - Melbourne via Bendigo,1848
3,Echuca-Moama - Melbourne via Bendigo or Heathcote,1849
3,Warrnambool - Melbourne via Colac & Geelong,1853
3,Shepparton - Melbourne via Seymour,1908
3,Mount Beauty - Melbourne via Bright,1912
3,Echuca-Moama - Melbourne via Shepparton,1914
3,Daylesford - Melbourne via Ballarat,1915
3,Maryborough - Melbourne via  Ballarat,4871
3,Paynesville - Melbourne via Bairnsdale,5838
3,Geelong - Colac via Winchelsea and Birregurra,7601
4,Night Bus - Carrum - Frankston - Mornington - Rosebud,8941
4,Night Bus - City - Footscray - Sunshine North - Taylors Lakes - Watergardens,8948
4,Night Bus - Watergardens - Caroline Springs - Melton,8950
4,Night Bus - City - Newport - Altona - Altona Meadows - Point Cook,8951
4,Night Bus - City - Geelong Rd - Tarneit - Hoppers Crossing - Werribee - Wyndham Vale,8955
4,Night Bus - City - Moonee Ponds - Brunswick West - Pascoe Vale - Glenroy,8956
4,Night Bus - City - Footscray - Maribyrnong - Airport West - Gladstone Park - Broadmeadows,8957
4,Night Bus - Broadmeadows - Meadow Heights - Roxburgh Park - Craigieburn,8958
4,Night Bus - City - Brunswick - Ivanhoe - Bundoora - Mill Park - South Morang - Mernda,8959
4,Night Bus - City - Collingwood - Eastern Fwy - Templestowe - Doncaster,8960
4,Night Bus - Ringwood - Mooroolbark - Lilydale,8964
4,Night Bus - Croydon - Kilsyth - Mt Evelyn - Lilydale,8965
4,Night Bus - Lilydale - Woori Yallock - Healesville - Yarra Glen loop,8966
4,Night Bus - City - Kew - Doncaster Rd - Box Hill,8967
4,Night Bus - Glen Waverley - Burwood Hwy - Bayswater (returns via Bayswater North - Ferntree Gully),8968
4,Night Bus - City - Caulfield - Ferntree Gully Rd - Rowville - Wantirna - Ringwood,8969
4,Night Bus - Elsternwick - Ormond - Huntingdale - Mulgrave - Dandenong (returns via Princes Hwy),8970
4,Night Bus - Elsternwick - Bentleigh - Clarinda - Keysborough - Dandenong,8971
4,Night Bus - Dandenong - Berwick - Narre Warren South - Cranbourne,8972
4,Night Bus - Dandenong - Endeavour Hills - Hampton Park - Cranbourne,8973
4,Night Bus - City - Footscray - Sunshine - Deer Park - St Albans,11548
,,
Process finished with exit code 0,,
